file,width,height,size
715.jpg,571.0,1305.0,745155.0
716.jpg,1031.0,1200.0,1237200.0
717.jpg,1031.0,1200.0,1237200.0
718.jpg,700.0,1343.0,940100.0
719.jpg,712.0,1350.0,961200.0
720.jpg,564.0,1600.0,902400.0
721.jpg,534.0,1600.0,854400.0
722.jpg,420.0,1016.0,426720.0
723.jpg,406.0,1022.0,414932.0
724.jpg,1246.0,800.0,996800.0
725.jpg,800.0,512.0,409600.0
726.jpg,1221.0,800.0,976800.0
727.jpg,1438.0,700.0,1006600.0
728.jpg,953.0,920.0,876760.0
729.jpg,897.0,1050.0,941850.0
730.jpg,768.0,1000.0,768000.0
731.jpg,1100.0,900.0,990000.0
732.jpg,870.0,1049.0,912630.0
733.jpg,1069.0,1105.0,1181245.0
734.jpg,1100.0,930.0,1023000.0
735.jpg,800.0,1222.0,977600.0
736.jpg,800.0,1227.0,981600.0
737.jpg,1025.0,1200.0,1230000.0
738.jpg,413.0,600.0,247800.0
739.jpg,1010.0,600.0,606000.0
740.jpg,967.0,600.0,580200.0
741.jpg,1015.0,600.0,609000.0
742.jpg,973.0,600.0,583800.0
743.jpg,1004.0,600.0,602400.0
744.jpg,411.0,600.0,246600.0
745.jpg,1173.0,1023.0,1199979.0
746.jpg,700.0,1417.0,991900.0
747.jpg,1228.0,1026.0,1259928.0
748.jpg,921.0,900.0,828900.0
749.jpg,913.0,900.0,821700.0
750.jpg,706.0,700.0,494200.0
751.jpg,709.0,700.0,496300.0
752.jpg,1022.0,1200.0,1226400.0
753.jpg,1986.0,550.0,1092300.0
754.jpg,2004.0,550.0,1102200.0
755.jpg,1996.0,550.0,1097800.0
756.jpg,1206.0,1000.0,1206000.0
757.jpg,1506.0,1000.0,1506000.0
758.jpg,800.0,1287.0,1029600.0
759.jpg,844.0,1200.0,1012800.0
760.jpg,869.0,1200.0,1042800.0
761.jpg,1343.0,750.0,1007250.0
762.jpg,676.0,718.0,485368.0
763.jpg,714.0,712.0,508368.0
764.jpg,1429.0,750.0,1071750.0
765.jpg,818.0,996.0,814728.0
766.jpg,700.0,1312.0,918400.0
767.jpg,1400.0,754.0,1055600.0
768.jpg,1028.0,1000.0,1028000.0
769.jpg,900.0,1132.0,1018800.0
770.jpg,1145.0,1100.0,1259500.0
771.jpg,907.0,900.0,816300.0
772.jpg,1327.0,1000.0,1327000.0
773.jpg,1104.0,900.0,993600.0
774.jpg,1200.0,936.0,1123200.0
775.jpg,1146.0,900.0,1031400.0
776.jpg,1144.0,900.0,1029600.0
777.jpg,1139.0,893.0,1017127.0
778.jpg,1124.0,900.0,1011600.0
779.jpg,1151.0,900.0,1035900.0
780.jpg,1248.0,900.0,1123200.0
781.jpg,473.0,1400.0,662200.0
782.jpg,474.0,1400.0,663600.0
783.jpg,468.0,1400.0,655200.0
784.jpg,476.0,1400.0,666400.0
787.jpg,1200.0,1136.0,1363200.0
788.jpg,1178.0,850.0,1001300.0
789.jpg,850.0,1353.0,1150050.0
790.jpg,1303.0,750.0,977250.0
791.jpg,1328.0,770.0,1022560.0
792.jpg,800.0,1170.0,936000.0
793.jpg,850.0,1165.0,990250.0
794.jpg,787.0,960.0,755520.0
795.jpg,790.0,956.0,755240.0
796.jpg,947.0,1200.0,1136400.0
797.jpg,991.0,1200.0,1189200.0
798.jpg,1000.0,1394.0,1394000.0
799.jpg,1014.0,1200.0,1216800.0
800.jpg,1000.0,1165.0,1165000.0
801.jpg,1022.0,1200.0,1226400.0
802.jpg,1008.0,1200.0,1209600.0
803.jpg,1009.0,1200.0,1210800.0
804.jpg,1102.0,1300.0,1432600.0
805.jpg,920.0,1300.0,1196000.0
806.jpg,817.0,1300.0,1062100.0
807.jpg,800.0,1325.0,1060000.0
808.jpg,998.0,1300.0,1297400.0
809.jpg,1000.0,1192.0,1192000.0
810.jpg,1232.0,1000.0,1232000.0
811.jpg,1046.0,1300.0,1359800.0
812.jpg,1008.0,1200.0,1209600.0
813.jpg,1000.0,1292.0,1292000.0
814.jpg,1468.0,900.0,1321200.0
815.jpg,1000.0,1325.0,1325000.0
816.jpg,1275.0,900.0,1147500.0
817.jpg,786.0,958.0,752988.0
818.jpg,903.0,1050.0,948150.0
819.jpg,1276.0,800.0,1020800.0
820.jpg,750.0,901.0,675750.0
821.jpg,750.0,906.0,679500.0
822.jpg,783.0,1400.0,1096200.0
823.jpg,800.0,1119.0,895200.0
824.jpg,1292.0,900.0,1162800.0
825.jpg,981.0,1200.0,1177200.0
826.jpg,837.0,1200.0,1004400.0
827.jpg,856.0,1200.0,1027200.0
828.jpg,1034.0,700.0,723800.0
830.jpg,900.0,1077.0,969300.0
833.jpg,900.0,1088.0,979200.0
834.jpg,750.0,1375.0,1031250.0
835.jpg,1266.0,850.0,1076100.0
836.jpg,898.0,1142.0,1025516.0
837.jpg,870.0,1045.0,909150.0
838.jpg,829.0,1200.0,994800.0
839.jpg,900.0,1086.0,977400.0
840.jpg,897.0,1200.0,1076400.0
841.jpg,750.0,1524.0,1143000.0
842.jpg,1183.0,900.0,1064700.0
